48300	0.433				
48600	0.301				
48900	0.248				
49200	0.218				
49500	0.198				
49800	0.181				
50100	0.167				
50400	0.154				
50700	0.912				
51000	1.106				
51300	0.844				
51600	0.668				
51900	0.577				
52200	0.515				
52500	0.465				
52800	0.421				
53100	0.382				
53400	0.348				
53700	0.317				
54000	0.289				
54300	0.264				
54600	0.489				
54900	0.433				
55200	0.339				
55500	0.292				
55800	0.261				
56100	0.236				
56400	0.216				
56700	0.197				
57000	0.181				
57300	0.166				
57600	0.152				
57900	0.14				
58200	0.129				
58500	0.119				
58800	0.11				
59100	0.102				
59400	0.094				
59700	0.087				
60000	0.081				
60300	0.075				
60600	0.07				
60900	0.065				
61200	0.061				
61500	0.057				
61800	0.205				
62100	0.125				
62400	0.096				
62700	0.083				
63000	0.313				
63300	0.194				
63600	0.151				
63900	0.131				
64200	0.119				
64500	0.11				
64800	0.102				
65100	0.095				
65400	0.088				
65700	0.237				
66000	0.156				
66300	0.125				
66600	0.11				
66900	0.101				
67200	0.093				
67500	0.241				
67800	0.159				
68100	0.128				
68400	0.113				
68700	0.103				
69000	0.095				
69300	0.088				
69600	0.082				
69900	0.148				
70200	0.105				
70500	0.088				
70800	0.078				
71100	0.072				
71400	0.066				
71700	0.062				
72000	0.057				
72300	0.205				
72600	0.126				
72900	0.097				
73200	0.084				
73500	0.076				
73800	0.071				
74100	0.302				
74400	0.184				
74700	0.142				
75000	0.123				
75300	0.112				
75600	0.103				
75900	0.096				
76200	0.089				
76500	0.083				
76800	0.078				
77100	0.073				
77400	0.068				
77700	0.064				
78000	0.06				
78300	0.056				
78600	0.052				
78900	0.049				
79200	0.046				
79500	0.043				
79800	0.041				
80100	0.038				
80400	0.036				
80700	0.034				
81000	0.032				
81300	0.03				
81600	0.029				
81900	0.027				
82200	0.025				
82500	0.024				
82800	0.023				
83100	0.022				
83400	0.02				
83700	0.019				
84000	0.018				
84300	0.017				
84600	0.164				
84900	0.085				
85200	0.059				
85500	0.049				
85800	0.044				
86100	0.041				
86400	0.038				
86700	0.036				
87000	0.034				
87300	0.032				
87600	0.03				
87900	0.029				
88200	0.027				
88500	0.026				
88800	0.024				
89100	0.023				
89400	0.092				
89700	0.051				
90000	0.037				
90300	0.181				
90600	0.101				
90900	0.074				
91200	0.062				
91500	0.056				
91800	0.052				
92100	0.282				
92400	0.165				
92700	0.45				
93000	0.284				
93300	0.223				
93600	0.195				
93900	0.177				
94200	0.163				
94500	0.15				
94800	0.139				
95100	0.129				
95400	0.12				
95700	0.112				
96000	0.104				
96300	0.097				
96600	0.09				
96900	0.084				
97200	0.079				
97500	0.073				
97800	0.068				
98100	0.064				
98400	0.06				
98700	0.056				
99000	0.053				
99300	0.049				
99600	0.046				
99900	0.043				
100200	0.041				
100500	0.038				
100800	0.036				
101100	0.034				
101400	0.032				
101700	0.03				
102000	0.028				
102300	0.027				
102600	0.025				
102900	0.024				
103200	0.023				
103500	0.021				
103800	0.02				
104100	0.019				
104400	0.018				
104700	0.017				
105000	0.016				
105300	0.015				
105600	0.015				
105900	0.014				
106200	0.013				
106500	0.013				
106800	0.012				
107100	0.011				
107400	0.011				
107700	0.01				
108000	0.01				
108300	0.078				
108600	0.038				
108900	0.025				
109200	0.02				
109500	0.246				
109800	0.2				
110100	0.123				
110400	0.095				
110700	0.083				
111000	0.075				
111300	0.07				
111600	0.065				
111900	0.061				
112200	0.057				
112500	0.053				
112800	0.201				
113100	0.122				
113400	0.331				
113700	0.206				
114000	0.161				
114300	0.14				
114600	0.127				
114900	0.118				
115200	0.109				
115500	0.101				
115800	0.094				0.043
116100	0.16				0.041
116400	0.116				0.038
116700	0.098				0.036
117000	0.088				0.034
117300	0.08				0.181
117600	0.074				0.102
117900	0.069				0.395
118200	0.065				0.234
118500	0.06				0.177
118800	0.056				0.658
119100	0.053				0.423
119400	0.049				0.409
119700	0.046				3.735
120000	0.043				4.809
120300	0.041				4.044
120600	0.038				3.252
120900	0.036				2.937
121200	0.034				2.491
121500	0.181				2.149
121800	0.102				1.866
122100	0.395				1.627
122400	0.234				1.422
122700	0.177				1.246
123000	0.658				1.095
123300	0.423				0.964
123600	0.409				0.851
123900	3.735				0.754
124200	4.809				0.669
124500	4.044				0.595
124800	3.252				0.531
125100	2.937				0.474
125400	2.491				0.425
125700	2.149				0.382
126000	1.866				0.344
126300	1.627				0.31
126600	1.422				0.28
126900	1.246				0.254
127200	1.095				0.23
127500	0.964				0.209
127800	0.851				0.191
128100	0.754				0.174
128400	0.669				0.159
128700	0.595				0.146
129000	0.531				0.635
129300	0.474				2.236
129600	0.425				4.021
129900	0.382				2.849
130200	0.344				4.253
130500	0.31				7.224
130800	0.28				8.331
131100	0.254				6.529
131400	0.23				5.389
131700	0.209				8.44
132000	0.191				6.599
132300	0.174				7.921
132600	0.159				6.303
132900	0.146				8.697
133200	0.635				8.814
133500	2.236				8.325
133800	4.021				9.129
134100	2.849				12.934
134400	4.253				16.372
134700	7.224				19.717
135000	8.331				18.687
135300	6.529				14.787
135600	5.389				12.762
135900	8.44				14.282
136200	6.599				13.681
136500	7.921				14.899
136800	6.303				16.178
137100	8.697				14.572
137400	8.814				14.952
137700	8.325				14.844
138000	9.129				16.19
138300	12.934				12.734
138600	16.372				13.563
138900	19.717				12.792
139200	18.687				11.169
139500	14.787				9.374
139800	12.762				7.58
140100	14.282				7.609
140400	13.681				8.408
140700	14.899				6.657
141000	16.178				5.444
141300	14.572				6.868
141600	14.952				6.926
141900	14.844				7.349
142200	16.19				8.017
142500	12.734				6.357
142800	13.563				7.942
143100	12.792				8.473
143400	11.169				7.47
143700	9.374				9.811
144000	7.58				10.272
144300	7.609				9.921
144600	8.408				8.583
144900	6.657				7.046
145200	5.444				5.795
145500	6.868				5.325
145800	6.926				4.378
146100	7.349				3.657
146400	8.017				5.47
146700	6.357				7.357
147000	7.942				8.63
147300	8.473				8.166
147600	7.47				6.843
147900	9.811				5.688
148200	10.272				5.23
148500	9.921				4.388
148800	8.583				3.657
149100	7.046				3.472
149400	5.795				3.058
149700	5.325				2.931
150000	4.378				2.413
150300	3.657				2.221
150600	5.47				2.238
150900	7.357				1.835
151200	8.63				1.735
151500	8.166				1.454
151800	6.843				1.251
152100	5.688				1.088
152400	5.23				0.952
152700	4.388				1.288
153000	3.657				1.017
153300	3.472				0.863
153600	3.058				1.391
153900	2.931				1.518
154200	2.413				2.32
154500	2.221				2.103
154800	2.238				1.673
155100	1.835				2.087
155400	1.735				1.942
155700	1.454				1.592
156000	1.251				1.367
156300	1.088				1.194
156600	0.952				1.051
156900	1.288				0.929
157200	1.017				0.9
157500	0.863				0.773
157800	1.391				0.679
158100	1.518				0.603
158400	2.32				0.537
158700	2.103				0.48
159000	1.673				0.431
159300	2.087				0.55
159600	1.942				0.515
159900	1.592				0.419
160200	1.367				0.363
160500	1.194				0.662
160800	1.051				0.65
161100	0.929				0.498
161400	0.9				0.423
161700	0.773				0.374
162000	0.679				0.677
162300	0.603				0.501
162600	0.537				1.317
162900	0.48				1.654
163200	0.431				1.284
163500	0.55				1.891
163800	0.515				1.519
164100	0.419				1.255
164400	0.363				1.087
164700	0.662				0.959
165000	0.65				
165300	0.498				
165600	0.423				
165900	0.374				
166200	0.677				
166500	0.501				
166800	1.317				
167100	1.654				
167400	1.284				
167700	1.891				
168000	1.519				
168300	1.255				
168600	1.087				
168900	0.959				
